transaction_id,customer_id,order_date_raw,amount_raw,currency,payment_method,status,refund_raw
T200411,C10417,not a date,159.19,د.إ,Bank Transfer,failed,refund
T200412,C10144,2023/04/09,,EUR,Bank Transfer,PENDING,full
T200413,C10273,19-Mar-2022,AED 128.42,,PayPal,PAID,-
T200414,C10269,2022-05-25,0,EUR,bank_transfer,failed,partial
T200415,,2023-12-09,,د.إ,apple_pay,refunded,Y
T200416,C10410,,,PKR,Cash,CHARGEBACK,Y
T200417,C10277,07/13/2024,,GBP,paypal,FAILED,N
T200418,C10371,2022-11-26,AED 48.38,,Cash,pending,full
T200419,,11-Jul-2023,374.65,EUR,bank_transfer,refunded,TRUE
T200420,C10185,2023-09-23 05:12:00,,د.إ,Bank Transfer,REFUNDED,FALSE
T200421,C10035,13-Feb-2022,30.10,PKR,cash,pending,yes
T200422,C10004,13/02/2022,$99.53,AED,Bank Transfer,chargeback,yes
T200423,C10174,2023/03/07,67.1,PKR,bank_transfer,CHARGEBACK,
T200424,C10156,2022/09/01,$216.27,aed,PayPal,chargeback,refund
T200425,C10017,07/08/2024,131.44,US$,PayPal,,N
T200426,C10215,18-Aug-2022,45.96dhs,,PayPal,CHARGEBACK,
T200427,C10244,,143.24dhs,,paypal,REFUNDED,N
T200428,C10100,07/01/2022,304.27 AED,PKR,Card,FAILED,
T200429,C10218,17-Mar-2023,289.19dhs,usd,bank_transfer,CHARGEBACK,N
T200430,C10291,not a date,AED 232.53,GBP,Card,Paid,N
T200431,C10297,,222.33,GBP,card,pending,-
T200432,C10006,,128.00,aed,card,REFUNDED,partial
T200433,C10368,2023-10-13,0dhs,US$,,PENDING,yes
T200434,C10324,2024-00-12,,د.إ,cash,pending,-
T200435,C10227,,AED 257.46,AED,apple_pay,,Y
T200436,C10394,2022-12-28 06:52:00,226.91 AED,aed,Cash,chargeback,refund
T200437,C10049,2023/01/17,free,,Card,chargeback,N
T200438,C10395,2024-04-14 06:59:00,,AED,apple_pay,,-
T200439,C10025,not a date,,EUR,paypal,CHARGEBACK,Y
T200440,C10363,2023/05/12,-94.89 AED,USD,PayPal,CHARGEBACK,Y
T200441,C10147,,190.42 AED,USD,Card,failed,full
T200442,C10404,,$167.04,aed,bank_transfer,paid,partial
T200443,C10402,27/07/2022,,aed,bank_transfer,refunded,full
T200444,C10152,29/05/2023,103.08,USD,Card,refunded,no
T200445,C10377,2024-00-12,261.82dhs,GBP,Cash,paid,TRUE
T200446,C10004,2022-10-24 21:43:00,$408.23,PKR,bank_transfer,pending,partial
T200447,C10190,2022/07/10,free,usd,apple_pay,chargeback,no
T200448,C10173,not a date,,AED,Cash,Paid,Y
T200449,C10015,2023-11-02,217.45,EUR,Bank Transfer,Paid,N
T200450,C10311,not a date,180.57dhs,PKR,,refunded,
T200451,C10264,05/14/2023,,EUR,PayPal,paid,0
T200452,C10024,2024-00-12,,GBP,apple_pay,chargeback,FALSE
T200453,C10164,2024-00-12,AED 66.88,,card,pending,Y
T200454,C10245,09/23/2024,free,PKR,,failed,
T200455,C10081,2024-00-12,309.09,د.إ,,REFUNDED,-
T200456,C10344,2023-09-04,191.6,USD,paypal,PENDING,Y
T200457,C10044,2024-00-12,79.66,usd,Apple Pay,failed,0
T200458,C10068,23-May-2023,,د.إ,,failed,yes
T200459,C10378,2024-00-12,151.20 AED,د.إ,apple_pay,refunded,FALSE
T200460,C10241,2023/02/09,free,,,FAILED,N
T200461,C10139,08/07/2022,194.2dhs,GBP,Card,REFUNDED,
T200462,,08/14/2023,AED 105.39,EUR,cash,chargeback,1
T200463,C10282,2024-00-12,202.88,aed,bank_transfer,refunded,N
T200464,C10004,26-Jul-2024,free,aed,Bank Transfer,,
T200465,C10215,,,aed,cash,,partial
T200466,C10238,not a date,-47.53,د.إ,Cash,pending,full
T200467,C10397,2022-09-30 03:45:00,38.58,US$,Bank Transfer,Paid,full
T200468,C10096,,342.56dhs,AED,,REFUNDED,yes
T200469,C10094,13/01/2022,,PKR,Bank Transfer,PENDING,full
T200470,C10330,,251.41 AED,GBP,Cash,PENDING,
T200471,C10385,2023-09-05,,EUR,bank_transfer,REFUNDED,no
T200472,C10070,2023/04/01,,PKR,card,paid,FALSE
T200473,C10211,05/11/2024,free,,paypal,failed,FALSE
T200474,C10404,,,,cash,PAID,-
T200475,C10199,,5.69,PKR,cash,refunded,yes
T200476,C10290,2024-09-22,193.06,د.إ,Apple Pay,chargeback,-
T200477,C10303,,152.1,د.إ,,PENDING,
T200478,C10401,05/03/2023,,aed,,paid,full
T200479,C10321,2023-06-24,12736.96,USD,bank_transfer,refunded,Y
T200480,C10014,2023/07/06,,GBP,card,,-
T200481,C10058,,,US$,card,chargeback,FALSE
T200482,C10188,2022-09-08,AED 316.63,GBP,Bank Transfer,REFUNDED,
T200483,C10368,2024-06-28,160.41,usd,Bank Transfer,REFUNDED,1
T200484,C10049,2024-00-12,,usd,PayPal,PAID,full
T200485,C10024,,212.01 AED,EUR,,paid,FALSE
T200486,C10325,01/23/2023,362.96 AED,,Apple Pay,PENDING,full
T200487,C10198,,$0.00,د.إ,Apple Pay,paid,-
T200488,C10311,2024-06-25,,,Card,PAID,TRUE
T200489,C10375,not a date,142.36 AED,PKR,Apple Pay,REFUNDED,full
T200490,C10155,23-Jun-2022,77.32,GBP,Card,failed,refund
T200491,C10319,2024-00-12,$239.78,,Cash,refunded,no
T200492,C10302,,$24.14,د.إ,Card,paid,yes
T200493,C10271,04/22/2024,215.63,aed,,refunded,FALSE
T200494,C10319,2024-06-18 06:19:00,free,EUR,Apple Pay,CHARGEBACK,no
T200495,C10200,2022-05-01 02:30:00,,EUR,bank_transfer,Paid,refund
T200496,C10408,2024-00-12,74.84 AED,GBP,Apple Pay,REFUNDED,partial
T200497,C10046,2023-01-31 08:47:00,free,د.إ,,refunded,N
T200498,C10163,not a date,26.17,EUR,Bank Transfer,PENDING,1
T200499,C10287,14/05/2024,0,,Apple Pay,PAID,TRUE
T200500,C10360,2022/03/24,371.96 AED,,bank_transfer,PENDING,no
T200501,C10206,2023/07/15,AED 150.06,usd,Card,failed,N
T200502,C10015,2024-00-12,,USD,Apple Pay,FAILED,refund
T200503,C10171,,,US$,card,paid,Y
T200504,C10321,,51.93,EUR,Cash,refunded,full
T200505,C10204,2022-02-08 10:10:00,AED 139.70,,PayPal,paid,-
T200506,C10132,2022-12-11,,PKR,,Paid,N
T200507,C10359,,381.16 AED,aed,bank_transfer,FAILED,
T200508,C10363,2024-01-27 22:42:00,90.31 AED,AED,apple_pay,FAILED,1
T200509,C10049,2024-00-12,86.09dhs,EUR,paypal,chargeback,
T200510,C10410,10/02/2022,216.93,,apple_pay,Paid,0
T200511,C10103,not a date,354.07,aed,,CHARGEBACK,-
T200512,C10332,,338.88,usd,PayPal,,N
T200513,C10013,28/07/2023,121.46,USD,Cash,,1
T200514,C10138,14-Apr-2022,210.65dhs,aed,Cash,Paid,FALSE
T200515,C10415,05/03/2024,197.92 AED,US$,Apple Pay,failed,TRUE
T200516,C10283,22-Jun-2022,243.59,PKR,paypal,pending,
T200517,C10154,21/08/2022,$210.68,aed,cash,,no
T200518,C10168,2024/06/21,66.74,AED,bank_transfer,FAILED,
T200519,C10269,2024/04/28,free,PKR,Apple Pay,CHARGEBACK,yes
T200520,C10206,2023-10-10 06:59:00,,د.إ,Bank Transfer,Paid,
T200521,C10047,2024-00-12,free,usd,,refunded,0
T200522,C10292,2022/10/26,,PKR,cash,FAILED,
T200523,C10417,not a date,184.79dhs,US$,apple_pay,,Y
T200524,C10373,2023-06-15,56.87,GBP,Card,CHARGEBACK,partial
T200525,C10242,2024-00-12,141.4,,,refunded,refund
T200526,C10141,2024-04-16 02:52:00,AED 119.12,GBP,paypal,chargeback,
T200527,C10130,02/06/2024,164.25,aed,cash,chargeback,partial
T200528,C10088,2023-10-03 18:31:00,,AED,Bank Transfer,REFUNDED,FALSE
T200529,C10047,2022-11-22 18:03:00,,USD,bank_transfer,FAILED,N
T200530,C10388,2023/06/03,$0.00,EUR,Bank Transfer,refunded,N
T200531,C10057,31/05/2024,220.57,USD,cash,PENDING,0
T200532,C10237,2023-08-20,6185.53,usd,card,failed,N
T200533,C10342,18-Apr-2022,199.59,PKR,bank_transfer,REFUNDED,FALSE
T200534,C10234,2024-02-20 17:43:00,137.01dhs,US$,paypal,FAILED,refund
T200535,C10298,05/19/2024,,usd,cash,PAID,full
T200536,C10067,2022-05-24,429.98,US$,Card,REFUNDED,-
T200537,C10052,04/19/2022,,US$,Cash,pending,
T200538,C10364,2022-09-03 04:37:00,103.2dhs,US$,PayPal,CHARGEBACK,N
T200539,C10O01,,50.67,PKR,PayPal,paid,N
T200540,C10122,15/10/2023,free,GBP,Card,failed,partial
T200541,C10231,07/04/2024,327.57,,,Paid,
T200542,C10240,22/10/2023,,aed,,FAILED,0
T200543,C10056,2024-00-12,free,PKR,PayPal,chargeback,TRUE
T200544,C10051,2022/08/20,104.10 AED,,paypal,chargeback,no
T200545,C10085,not a date,252.58dhs,PKR,apple_pay,PAID,Y
T200546,C10122,2023-06-24,339.52,usd,,paid,FALSE
T200547,C10215,,0dhs,USD,,refunded,
T200548,C10373,not a date,free,PKR,Card,REFUNDED,refund
T200549,C10419,,AED 263.49,PKR,,paid,partial
T200550,C10172,,257.97,US$,bank_transfer,CHARGEBACK,refund
T200551,C10245,,295.26,,Apple Pay,refunded,full
T200552,C10359,2023-04-11,,GBP,cash,CHARGEBACK,Y
T200553,C10162,not a date,197.37dhs,EUR,card,CHARGEBACK,0
T200554,C10141,,$295.97,USD,Card,failed,refund
T200555,C10070,05/09/2022,$118.39,US$,Apple Pay,PAID,-
T200556,C10178,11/17/2022,$0.00,USD,,FAILED,refund
T200557,C10187,23/07/2023,,AED,Bank Transfer,pending,-
T200558,C10233,2024-00-12,242.81,د.إ,cash,paid,yes
T200559,C10134,2024/02/12,102.35 AED,د.إ,cash,FAILED,TRUE
T200560,C10179,19-Jul-2022,106.15,AED,paypal,,no
T200561,C10342,not a date,,aed,Cash,CHARGEBACK,partial
T200562,C10202,2024-00-12,115.36dhs,aed,apple_pay,PAID,-
T200563,C10174,,$192.41,aed,Bank Transfer,refunded,N
T200564,C10347,2024-00-12,332.54 AED,د.إ,apple_pay,PENDING,0
T200565,C10132,05/03/2023,0.00,,card,FAILED,N
T200566,C10101,10-Apr-2023,61.4dhs,PKR,,CHARGEBACK,0
T200567,C10154,2023-12-29,232.06,USD,cash,PENDING,
T200568,C10354,06-Aug-2022,191.2,AED,PayPal,pending,full
T200569,C10018,2022-08-28 12:36:00,,US$,Card,Paid,FALSE
T200570,C10173,2024-00-12,240.79,AED,paypal,REFUNDED,N
T200571,C10213,,245.34,USD,,PAID,0
T200572,C10305,07/01/2023,,,,PENDING,Y
T200573,C10090,2022-11-26 11:47:00,,د.إ,Bank Transfer,,
T200574,C10006,,177.09,د.إ,Apple Pay,FAILED,
T200575,C10154,not a date,,,Bank Transfer,CHARGEBACK,-
T200576,C10262,2023-06-13,135.47,PKR,bank_transfer,REFUNDED,
T200577,C10013,26-Oct-2023,AED 271.74,usd,apple_pay,REFUNDED,partial
T200578,C10385,05-Sep-2023,,aed,Apple Pay,paid,1
T200579,C10063,2022/03/02,,,cash,REFUNDED,N
T200580,C10146,not a date,free,PKR,PayPal,chargeback,no
T200581,C10110,,free,aed,Card,REFUNDED,N
T200582,C10139,2024/07/20,,,PayPal,FAILED,full
T200583,C10217,14/08/2023,146.39,US$,,paid,partial
T200584,C10197,11-Nov-2023,182.81,EUR,Apple Pay,FAILED,Y
T200585,C10043,03/26/2024,free,aed,Bank Transfer,,refund
T200586,C10148,not a date,0,د.إ,,failed,1
T200587,C10186,10/12/2022,0,US$,Bank Transfer,pending,full
T200588,C10194,not a date,,GBP,Cash,CHARGEBACK,TRUE
T200589,C10201,2024/06/14,38.8,aed,apple_pay,chargeback,refund
T200590,C10O01,,AED 315.21,GBP,apple_pay,PAID,partial
T200591,C10101,not a date,free,usd,card,chargeback,TRUE
T200592,C10210,,,PKR,card,pending,-
T200593,,01/13/2023,free,AED,Cash,,0
T200594,C10349,14/01/2022,207.26,د.إ,Cash,FAILED,
T200595,C10338,,314.99,USD,Bank Transfer,Paid,TRUE
T200596,C10186,2022-09-15,AED 152.92,aed,,PENDING,Y
T200597,C10250,14-Jan-2023,295.10 AED,usd,card,Paid,no
T200598,C10040,,66.80 AED,,Apple Pay,Paid,partial
T200599,C10175,2022/02/15,$254.72,EUR,,,1
T200600,C10021,2024-05-09,free,PKR,Apple Pay,failed,partial
T200601,C10310,2023-04-14 17:05:00,164.33dhs,usd,Cash,failed,
T200602,C10175,08/03/2024,255.81 AED,GBP,paypal,Paid,yes
T200603,C10137,09-Jun-2022,200.73,GBP,PayPal,failed,no
T200604,C10236,2024/01/08,,GBP,Cash,PENDING,N
T200605,C10371,2024-00-12,,usd,Card,PENDING,-
T200606,C10022,19/09/2024,,US$,Cash,pending,yes
T200607,C10367,2024-00-12,13.8,PKR,card,paid,refund
T200608,C10128,02/07/2024,$247.07,usd,bank_transfer,pending,refund
T200609,C10259,03/20/2023,260.52,,apple_pay,refunded,refund
T200610,C10093,2024-00-12,AED 89.79,US$,bank_transfer,PENDING,yes
T200611,C10163,2024-00-12,AED 226.30,usd,paypal,failed,
T200612,C10259,2024-09-08,21.09,US$,Cash,REFUNDED,TRUE
T200613,C10080,,free,US$,apple_pay,pending,FALSE
T200614,C10106,2024-00-12,,GBP,Card,refunded,yes
T200615,C10328,27-Jun-2022,free,GBP,apple_pay,refunded,1
T200616,C10408,2023/04/28,free,PKR,Card,pending,-
T200617,C10362,2023-06-24,,EUR,Apple Pay,FAILED,
T200618,C10084,2022-06-16,251.87 AED,AED,Apple Pay,refunded,TRUE
T200619,C10272,2022-06-10,54.31,EUR,apple_pay,FAILED,
T200620,C10414,,111.63 AED,GBP,Card,CHARGEBACK,-
T200621,C10239,2022-01-10,12.91,PKR,Apple Pay,refunded,
T200622,C10135,2024/07/14,AED 155.02,aed,card,failed,full
T200623,C10386,13/04/2024,303.72,PKR,Card,Paid,yes
T200624,C10008,16/04/2024,206.83,EUR,Apple Pay,FAILED,yes
T200625,C10186,2024-01-02,,د.إ,Card,PENDING,Y
T200626,C10232,,,USD,cash,chargeback,
T200627,C10238,,74.01dhs,,cash,chargeback,0
T200628,C10030,,free,EUR,,failed,1
T200629,C10027,,free,,Bank Transfer,PAID,N
T200630,C10084,2024-09-03,222.77dhs,AED,apple_pay,failed,FALSE
T200631,C10283,2024-00-12,178.17 AED,AED,card,failed,yes
T200632,C10371,2023-02-25,$254.72,AED,card,refunded,no
T200633,C10288,2024-00-12,$161.83,د.إ,paypal,chargeback,FALSE
T200634,C10098,,177.42dhs,USD,,PAID,-
T200635,C10198,2024-00-12,336.58dhs,GBP,PayPal,CHARGEBACK,TRUE
T200636,C10008,2023/10/18,109.65,US$,Apple Pay,Paid,1
T200637,C10417,not a date,,د.إ,,CHARGEBACK,refund
T200638,C10336,2024-00-12,373.43,,Cash,refunded,yes
T200639,,2023-12-05 21:15:00,$192.23,EUR,cash,paid,1
T200640,C10339,,free,usd,cash,pending,N
T200641,C10292,,$107.20,USD,cash,PENDING,no
T200642,C10413,2022-01-09,6070.31,GBP,Cash,paid,full
T200643,C10188,2023/07/07,0,PKR,Bank Transfer,chargeback,
T200644,C10156,03-Jul-2023,237.73,,Cash,PAID,no
T200645,C10199,01-Apr-2022,$0.00,aed,Cash,REFUNDED,partial
T200646,C10322,,91.65,usd,Cash,PAID,1
T200647,C10002,,248.0,aed,Cash,refunded,TRUE
T200648,C10036,2022-12-03,414.46 AED,,PayPal,chargeback,0
T200649,C10393,2024/09/07,73.66 AED,usd,paypal,failed,yes
T200650,C10198,28/01/2022,$332.34,,Card,CHARGEBACK,0
T200651,C10296,03/27/2024,$0.00,USD,PayPal,pending,
T200652,C10282,08/11/2022,,,Cash,PENDING,refund
T200653,,2024-00-12,$57.15,,Card,pending,partial
T200654,C10134,,$56.16,,card,REFUNDED,yes
T200655,C10287,2023/05/03,,,Bank Transfer,REFUNDED,1
T200656,C10403,2024-00-12,AED 237.65,EUR,Cash,PAID,partial
T200657,C10055,not a date,182.21,USD,Apple Pay,REFUNDED,FALSE
T200658,C10103,14-Sep-2022,4.56,,card,Paid,no
T200659,C10065,,205.95 AED,aed,apple_pay,,
T200660,C10302,,298.27dhs,,Card,refunded,1
T200661,C10341,not a date,$2.94,USD,PayPal,CHARGEBACK,0
T200662,C10324,10-Apr-2022,AED 8371.56,PKR,Apple Pay,failed,Y
T200663,C10212,2022/09/07,free,,Cash,REFUNDED,1
T200664,C10272,2024-00-12,174.10,,Cash,PENDING,Y
T200665,C10214,2022/09/19,255.5dhs,usd,paypal,REFUNDED,refund
T200666,C10391,11-Aug-2024,,USD,Apple Pay,pending,0
T200667,C10168,05-Aug-2024,,GBP,Card,,full
T200668,C10310,23/02/2022,,GBP,apple_pay,PAID,TRUE
T200669,C10098,not a date,AED 126.85,aed,Bank Transfer,PAID,full
T200670,C10417,2024-00-12,280.55dhs,AED,paypal,failed,1
T200671,C10337,,39.03,,Apple Pay,chargeback,refund
T200672,C10279,2024-00-12,166.45 AED,AED,bank_transfer,paid,full
T200673,C10013,not a date,,,apple_pay,CHARGEBACK,yes
T200674,C10341,,AED 212.23,,apple_pay,Paid,full
T200675,C99999,,,د.إ,,PAID,no
T200676,C10169,,225.14,د.إ,Cash,REFUNDED,Y
T200677,C10390,14/07/2023,120.40,AED,card,refunded,
T200678,C10179,,153.12dhs,,Apple Pay,FAILED,
T200679,C10204,2022-12-24,6608.22dhs,,paypal,paid,full
T200680,C10289,2023-05-02 20:12:00,360.49dhs,usd,,CHARGEBACK,Y
T200681,C10371,01-Mar-2024,254.13dhs,PKR,apple_pay,CHARGEBACK,-
T200682,C10269,2024-01-16,$199.98,د.إ,Apple Pay,FAILED,N
T200683,C10355,2022-07-20,$129.51,,card,,-
T200684,C10064,not a date,7701.82,GBP,Bank Transfer,PAID,full
T200685,,04/15/2023,248.58,PKR,,chargeback,1
T200686,C10240,28-Apr-2024,free,AED,Apple Pay,,full
T200687,C10029,2024-00-12,335.21,USD,Bank Transfer,FAILED,1
T200688,C10030,2024-00-12,108.87,US$,cash,chargeback,
T200689,C10318,2022-01-02 01:59:00,75.99,aed,apple_pay,FAILED,no
T200690,C10181,2024-00-12,326.96,aed,Bank Transfer,CHARGEBACK,-
T200691,C10240,2022/12/29,439.71,EUR,Cash,PENDING,no
T200692,C10277,09/11/2023,256.05,AED,Card,,FALSE
T200693,C10239,03/05/2024,286.94 AED,US$,bank_transfer,paid,
T200694,C10163,08/19/2022,123.13 AED,,Bank Transfer,pending,
T200695,C10413,28-Jan-2022,free,US$,Bank Transfer,paid,
T200696,C10373,2022-11-12,152.88,USD,PayPal,FAILED,
T200697,C10117,2022-03-26 01:41:00,,GBP,,paid,-
T200698,,2022-11-27,AED 170.07,د.إ,Apple Pay,,N
T200699,C10081,08/09/2024,$265.19,د.إ,PayPal,PAID,0
T200700,C10116,,193.81,EUR,bank_transfer,CHARGEBACK,
T200701,C10164,2023/07/15,$0.00,PKR,PayPal,,0
T200702,C10O01,07/02/2022,$52.05,,Cash,refunded,Y
T200703,C10352,16-Dec-2022,AED 69.06,usd,Apple Pay,,
T200704,C10153,15/07/2024,AED 312.48,EUR,Apple Pay,FAILED,N
T200705,C10215,2023-04-28 22:16:00,252.48 AED,GBP,Bank Transfer,PAID,
T200706,C10281,23-Feb-2024,42.19,,Cash,,no
T200707,C10418,2024-00-12,142.95 AED,PKR,,pending,
T200708,C10409,2023-11-18 14:41:00,0.00,USD,card,PAID,full
T200709,C10108,02/05/2022,107.57,EUR,Card,PENDING,yes
T200710,C10287,24-Nov-2022,,US$,Apple Pay,refunded,
T200711,C10169,01/03/2023,,EUR,cash,PAID,yes
T200712,C10120,,96.75,AED,Cash,FAILED,
T200713,C10269,2022-07-11,255.37,usd,apple_pay,pending,no
T200714,C10311,2024-00-12,77.67 AED,EUR,PayPal,PENDING,1
T200715,C10030,2023/08/09,274.99,EUR,paypal,paid,no
T200716,C10301,2024-08-17 02:20:00,$216.17,AED,apple_pay,PENDING,no
T200717,C10292,08/10/2023,33.29,,Cash,Paid,0
T200718,C10053,2022-08-19,$159.87,PKR,,refunded,full
T200719,C10028,2023-01-02,,,paypal,refunded,Y
T200720,C10004,2022-10-31,,PKR,paypal,PAID,
T200721,C10316,2024-00-12,free,US$,Apple Pay,REFUNDED,N
T200722,C10271,03/03/2022,$152.56,usd,card,failed,Y
T200723,C10003,2024-03-09,$381.50,EUR,bank_transfer,failed,1
T200724,C10147,2023-01-30,free,EUR,Card,CHARGEBACK,Y
T200725,C10235,13/10/2022,38.31,AED,cash,PAID,full
T200726,,2024-00-12,9.68,,paypal,failed,FALSE
T200727,C10352,2024-00-12,AED 197.91,US$,apple_pay,failed,refund
T200728,C10372,2024-00-12,,EUR,cash,CHARGEBACK,
T200729,C10170,16/12/2022,,EUR,card,refunded,TRUE
T200730,C10414,2023/01/29,,GBP,card,failed,FALSE
T200731,C10282,2024-04-06,350.62,,Card,FAILED,full
T200732,C10318,,,PKR,card,paid,partial
T200733,C10061,,228.47 AED,,card,FAILED,refund
T200734,C10262,01-Feb-2022,AED 288.07,usd,Card,refunded,yes
T200735,C10316,not a date,AED 156.24,USD,Cash,,partial
T200736,C10238,,235.02 AED,EUR,Cash,chargeback,partial
T200737,C10118,,282.9,,PayPal,refunded,refund
T200738,C10274,22/06/2023,88.96,aed,Apple Pay,failed,full
T200739,C10367,26-Aug-2022,151.80 AED,,apple_pay,failed,full
T200740,C10084,,303.50,EUR,PayPal,,-
T200741,C10183,2024/09/05,,,Bank Transfer,chargeback,full
T200742,C10177,2024-03-25,339.09 AED,GBP,card,FAILED,TRUE
T200743,C10114,10/14/2023,,usd,bank_transfer,chargeback,full
T200744,C10313,06/30/2024,249.62,,bank_transfer,pending,full
T200745,C10399,2023/07/30,,,bank_transfer,PENDING,partial
T200746,C10173,,,PKR,Bank Transfer,CHARGEBACK,1
T200747,C10067,,263.44dhs,aed,,PENDING,
T200748,C10134,2022-04-19,$104.91,USD,Apple Pay,CHARGEBACK,0
T200749,C10406,not a date,99.79,د.إ,Bank Transfer,failed,Y
T200750,C10322,07/24/2023,172.69 AED,EUR,bank_transfer,failed,partial
T200751,C10136,2022/10/02,,,Apple Pay,failed,refund
T200752,C10224,06/10/2022,84.75 AED,EUR,cash,Paid,-
T200753,C10179,,294.65,usd,PayPal,REFUNDED,full
T200754,C10035,06/29/2023,270.76,GBP,Cash,chargeback,FALSE
T200755,C10323,2022/01/09,144.42,د.إ,apple_pay,pending,1
T200756,C10314,2022-05-09,AED 215.49,,apple_pay,Paid,-
T200757,C10211,2022-09-23 02:18:00,,usd,paypal,failed,no
T200758,C10320,2024-00-12,,,Apple Pay,,
T200759,C10112,,free,AED,Cash,PENDING,-
T200760,C10134,08/10/2024,$197.86,usd,card,REFUNDED,Y
T200761,C10316,2023-06-14 12:30:00,,GBP,paypal,pending,no
T200762,C10091,2024-04-09 12:39:00,AED -5.92,USD,Card,CHARGEBACK,FALSE
T200763,C10246,26-May-2023,331.15,AED,Bank Transfer,PENDING,0
T200764,C10O01,2024-08-31,186.41 AED,AED,cash,REFUNDED,-
T200765,C10269,26-Jan-2023,free,EUR,PayPal,chargeback,1
T200766,C10231,,110.99dhs,,card,refunded,
T200767,C10311,2024-00-12,281.68,,card,REFUNDED,0
T200768,C10413,06-Oct-2022,,,,CHARGEBACK,yes
T200769,,2023-01-23,free,US$,,PENDING,yes
T200770,C10312,,253.68 AED,US$,Bank Transfer,REFUNDED,Y
T200771,C10386,15/11/2023,180.46,,bank_transfer,paid,1
T200772,C10362,01/28/2023,,د.إ,,PENDING,no
T200773,,,98.67,AED,PayPal,REFUNDED,no
T200774,,,$50.99,USD,,failed,no
T200775,C10352,,184.36,EUR,PayPal,chargeback,
T200776,C10307,11/12/2022,,,paypal,FAILED,full
T200777,C10232,2022-11-16,208.77,aed,cash,failed,TRUE
T200778,C10117,not a date,,US$,bank_transfer,Paid,
T200779,C99999,2024-00-12,0.00 AED,,Bank Transfer,Paid,N
T200780,C10331,,9744.20,د.إ,cash,chargeback,yes
T200781,C10155,28/01/2024,AED 171.35,,Card,FAILED,refund
T200782,C10355,,,US$,bank_transfer,CHARGEBACK,partial
T200783,C10327,,232.5dhs,,cash,paid,1
T200784,C10024,2024/02/01,208.65dhs,US$,Card,chargeback,-
T200785,C10080,03-Sep-2023,,US$,paypal,paid,Y
T200786,C10375,2024-07-29 01:23:00,,US$,Cash,CHARGEBACK,yes
T200787,C10021,2023/12/18,,EUR,card,,
T200788,C10218,,152.8dhs,,Bank Transfer,PENDING,full
T200789,C10327,09/11/2022,207.77,aed,Cash,REFUNDED,TRUE
T200790,C10307,07/27/2022,,PKR,Card,Paid,full
T200791,C10143,01/22/2022,,,card,paid,refund
T200792,C10368,2024-00-12,123.82,د.إ,paypal,PENDING,
T200793,C10O01,04/22/2022,220.67 AED,PKR,paypal,paid,yes
T200794,C10199,,208.04,,,refunded,
T200795,C10282,22/08/2022,,US$,,chargeback,N
T200796,C10343,12/03/2022,free,PKR,Cash,pending,Y
T200797,C10245,05/07/2023,,AED,,FAILED,full
T200798,C10354,2023/08/24,$0.00,AED,apple_pay,REFUNDED,yes
T200799,C10129,2023-01-11 04:03:00,70.40 AED,USD,cash,PAID,1
T200800,C10417,14/09/2024,free,د.إ,Card,refunded,TRUE
T200801,C10400,2024-00-12,$204.69,AED,apple_pay,chargeback,no
T200802,C10128,not a date,179.65dhs,د.إ,apple_pay,Paid,0
T200803,,2024-00-12,0,EUR,Apple Pay,REFUNDED,
T200804,C10418,,AED 150.58,USD,card,pending,FALSE
T200805,C10008,26/01/2022,242.06,EUR,Cash,chargeback,
T200806,C10004,06-Jan-2023,293.43,,card,PAID,1
T200807,C10276,,0,,PayPal,REFUNDED,TRUE
T200808,C10186,30-Aug-2022,AED 13.24,aed,Cash,paid,1
T200809,C10167,29/04/2023,351.46 AED,PKR,card,pending,no
T200810,C10416,2022-12-01 22:35:00,153.71 AED,usd,Card,,
T200811,C10161,2024-00-12,free,aed,Apple Pay,PENDING,
T200812,C10263,06/25/2022,8570.15,EUR,Bank Transfer,,partial
T200813,C10390,28-Sep-2023,274.54 AED,PKR,Card,,full
T200814,C10238,2022/01/28,246.52,,bank_transfer,Paid,full
T200815,C10259,2023/02/11,125.29dhs,aed,bank_transfer,REFUNDED,-
T200816,C10285,2024-00-12,AED 259.32,د.إ,Bank Transfer,PENDING,partial
T200817,C10353,2023/06/08,89.76,د.إ,Bank Transfer,PENDING,full
T200818,C10212,2023-05-23,$180.85,GBP,Cash,Paid,N
T200819,C10219,11/24/2022,366.48,د.إ,Cash,,
T200820,C10264,05/23/2023,,,paypal,chargeback,full
T200821,C10372,2024-00-12,$0.00,US$,PayPal,chargeback,-
T200822,,16/04/2024,,US$,card,,FALSE
T200823,C10031,not a date,413.83dhs,usd,Apple Pay,REFUNDED,FALSE
T200824,C10244,not a date,114.56,aed,apple_pay,CHARGEBACK,refund
T200825,C10394,2023/07/05,211.08dhs,,Cash,FAILED,partial
T200826,,not a date,360.87,د.إ,Bank Transfer,paid,TRUE
T200827,C10388,2024-00-12,,usd,Cash,paid,-
T200828,C10299,2024-02-11,234.24,EUR,apple_pay,REFUNDED,partial
T200829,C10419,2022-04-17,free,,,failed,Y
T200830,C10338,,,US$,Card,FAILED,0
T200831,C10299,05/03/2024,221.53,aed,PayPal,REFUNDED,TRUE
T200832,C10312,23/05/2024,,د.إ,Apple Pay,paid,N
T200833,C10288,2024-04-14 10:19:00,291.38dhs,aed,,PENDING,refund
T200834,,2022/06/27,,USD,paypal,refunded,
